"App","Category","Rating","Reviews","Size","Installs","Type","Price","Content.Rating","Last Updated","Current Ver","Android Ver","Avg_Sentiment","Review_Count","Success","log_installs","log_reviews","is_free","high_success","Last_Updated","days_since_update"
"I am rich VIP","LIFESTYLE",3.8,411,2.6,10000,"Paid",299.99,"Everyone","July 21, 2018","1.1.1","4.3 and up",0,0,"0",9.21044036697652,6.02102334934953,0,0,2018-07-21,2820
"I Am Rich Premium","FINANCE",4.1,1867,4.7,50000,"Paid",399.99,"Everyone","November 12, 2017","1.6","4.0 and up",0,0,"0",10.8197982842103,7.53262361878879,0,0,2017-11-12,3071
"I am extremely Rich","LIFESTYLE",2.9,41,2.9,1000,"Paid",379.99,"Everyone","July 1, 2018","1.0","4.0 and up",0,0,"0",6.90875477931522,3.73766961828337,0,0,2018-07-01,2840
"I am Rich!","FINANCE",3.8,93,22,1000,"Paid",399.99,"Everyone","December 11, 2017","1.0","4.1 and up",0,0,"0",6.90875477931522,4.54329478227,0,0,2017-12-11,3042
"I am rich(premium)","FINANCE",3.5,472,965,5000,"Paid",399.99,"Everyone","May 1, 2017","3.4","4.4 and up",0,0,"0",8.5173931714189,6.15909538849193,0,0,2017-05-01,3266
"I am Rich Person","LIFESTYLE",4.2,134,1.8,1000,"Paid",37.99,"Everyone","July 18, 2017","1.0","4.0.3 and up",0,0,"0",6.90875477931522,4.90527477843843,0,0,2017-07-18,3188
"I am Rich Premium Plus","FINANCE",4.6,459,2,10000,"Paid",18.99,"Everyone","February 17, 2018","1.1","4.0.3 and up",0,0,"0",9.21044036697652,6.13122648948314,0,0,2018-02-17,2974
"I Am Rich Pro","FAMILY",4.4,201,2.7,5000,"Paid",399.99,"Everyone","May 30, 2017","1.54","1.6 and up",0,0,"0",8.5173931714189,5.30826769740121,0,0,2017-05-30,3237
"I Am Innocent","GAME",4.4,208501,56,1e+06,"Free",0,"Teen","July 23, 2018","2.8.307","4.0.3 and up",0,0,"1",13.8155115579638,12.2477039125011,1,1,2018-07-23,2818
"I am rich (Most expensive app)","FINANCE",4.1,129,2.7,1000,"Paid",399.99,"Teen","December 6, 2017","2","4.0.3 and up",0,0,"0",6.90875477931522,4.86753445045558,0,0,2017-12-06,3047
"i am rich","BUSINESS",3.9,213,2.9,1000,"Free",0,"Everyone","June 9, 2018","1.0","4.0 and up",0,0,"0",6.90875477931522,5.36597601502185,1,0,2018-06-09,2862
"I Am Rich","FAMILY",3.6,217,4.9,10000,"Paid",389.99,"Everyone","June 22, 2018","1.5","4.2 and up",0,0,"0",9.21044036697652,5.38449506278909,0,0,2018-06-22,2849
"I am Bread","GAME",4,630,20,10000,"Paid",4.99,"Everyone","October 26, 2016","1.6.1","4.4 and up",0,0,"0",9.21044036697652,6.44730586254121,0,0,2016-10-26,3453
"Where Am I At?","TRAVEL_AND_LOCAL",3.8,39,12,10000,"Free",0,"Everyone","October 8, 2016","1.2","4.1 and up",0,0,"0",9.21044036697652,3.68887945411394,1,0,2016-10-08,3471
"I am Rich","FINANCE",4.3,180,3.8,5000,"Paid",399.99,"Everyone","March 22, 2018","1.0","4.2 and up",0,0,"0",8.5173931714189,5.19849703126583,0,0,2018-03-22,2941
"Where Am I? GPS Loc","TRAVEL_AND_LOCAL",4.6,68,4.2,10000,"Free",0,"Everyone","November 14, 2017","5.0","4.0.3 and up",0,0,"0",9.21044036697652,4.23410650459726,1,0,2017-11-14,3069
"I am Millionaire - Richest guy in the town","LIFESTYLE",3.6,126,1.4,5000,"Paid",2.49,"Everyone","June 22, 2018","8","4.1 and up",0,0,"0",8.5173931714189,4.84418708645859,0,0,2018-06-22,2849
"Coast To Coast AM Insider","NEWS_AND_MAGAZINES",3.9,4581,21,1e+05,"Free",0,"Everyone","January 4, 2018","5.0.108","4.4 and up",0,0,"0",11.5129354649202,8.42989086301344,1,0,2018-01-04,3018
"I AM RICH PRO PLUS","FINANCE",4,36,41,1000,"Paid",399.99,"Everyone","June 25, 2018","1.0.2","4.1 and up",0,0,"0",6.90875477931522,3.61091791264422,0,0,2018-06-25,2846
"I Am Wizard","FAMILY",4.2,1493,57,1e+05,"Free",0,"Everyone","April 1, 2018","1.0.9","4.1 and up",0,0,"0",11.5129354649202,7.30921236569276,1,0,2018-04-01,2931
"What Am I? - Brain Teasers","GAME",4.2,4537,15,1e+05,"Free",0,"Everyone","April 5, 2017","2.2","4.0.3 and up",0,0,"0",11.5129354649202,8.42024166533979,1,0,2017-04-05,3292
"Who am I? (Biblical)","GAME",4.5,5849,5.1,5e+05,"Free",0,"Everyone","September 13, 2017","1.2.2_comAds","4.0.3 and up",0,0,"0",13.1223653774023,8.6741969402259,1,0,2017-09-13,3131
"DWWW 774 Ultimate AM Radio","NEWS_AND_MAGAZINES",4.7,327,31,10000,"Free",0,"Everyone","June 26, 2018","4.0.9","4.1 and up",0,0,"0",9.21044036697652,5.79301360838414,1,0,2018-06-26,2845
"Anno: Build an Empire","FAMILY",3.5,33944,28,1e+06,"Free",0,"Everyone 10+","March 10, 2016","2.0.0","4.1 and up",0,0,"1",13.8155115579638,10.4324968467357,1,1,2016-03-10,3683
"Vikings: an Archer's Journey","GAME",4.5,10256,39,1e+06,"Free",0,"Everyone","December 11, 2017","2.1.0","4.3 and up",0,0,"1",13.8155115579638,9.23571567830741,1,1,2017-12-11,3042
"Trell: An app for Explorers | Best Wanderlust App","LIFESTYLE",4.6,8004,34,1e+05,"Free",0,"Teen","July 31, 2018","3.4.8","4.1 and up",0,0,"0",11.5129354649202,8.98782162543081,1,0,2018-07-31,2810
"My Emma :)","FAMILY",4.1,245839,76,1e+07,"Free",0,"Everyone","April 3, 2017","2.7.0","4.1 and up",0,0,"1",16.1180957509583,12.4124361968044,1,1,2017-04-03,3294
"League of Gamers - Be an E-Sports Legend!","SPORTS",4.5,68072,40,5e+06,"Free",0,"Everyone","July 26, 2018","1.1.7","4.1 and up",0,0,"1",15.4249486703984,11.1283359377494,1,1,2018-07-26,2815
"Draw a Stickman: EPIC Free","GAME",4.2,210317,46,1e+07,"Free",0,"Everyone 10+","April 10, 2015","1.4.3.104","2.3.3 and up",0,0,"1",16.1180957509583,12.2563759500394,1,1,2015-04-10,4018
"My Horse","FAMILY",4.5,1333338,8.7,1e+07,"Free",0,"Everyone","May 23, 2018","1.34.1","2.3.3 and up",0,0,"1",16.1180957509583,14.103196880407,1,1,2018-05-23,2879
"My Boo - Your Virtual Pet Game","FAMILY",4.4,899748,80,1e+07,"Free",0,"Everyone","August 3, 2018","2.11","4.1 and up",0,0,"1",16.1180957509583,13.7098711145208,1,1,2018-08-03,2807
"Create apps fast with beautiful design and no code","BUSINESS",3.7,23729,24,1e+06,"Free",0,"Everyone","May 14, 2018","7.2","4.4 and up",0,0,"1",13.8155115579638,10.0744953494298,1,1,2018-05-14,2888
"THE KING OF FIGHTERS-A 2012(F)","GAME",4.4,406511,21,5e+06,"Free",0,"Teen","October 21, 2016","1.0.5","4.0.3 and up",0,0,"1",15.4249486703984,12.9153687278295,1,1,2016-10-21,3458
"Diary with lock password","LIFESTYLE",4.3,179139,9.7,5e+06,"Free",0,"Everyone","November 1, 2017","3.5.3","4.0.3 and up",0.15197875798444,100,"1",15.4249486703984,12.0959229020292,1,1,2017-11-01,3082
"Fast like a Fox","GAME",4.3,104389,12,5e+06,"Free",0,"Everyone","April 17, 2018","1.4.0","4.2 and up",0,0,"1",15.4249486703984,11.5558891644023,1,1,2018-04-17,2915
"Girls Craft: Exploration","FAMILY",3.8,130689,57,5e+06,"Free",0,"Everyone 10+","August 3, 2018","1.32","4.2 and up",0,0,"1",15.4249486703984,11.7805833855911,1,1,2018-08-03,2807
"The PCH App","LIFESTYLE",4.5,234971,81,1e+06,"Free",0,"Everyone","July 25, 2018","2.8.7.78579","4.4 and up",0,0,"1",13.8155115579638,12.3672216370913,1,1,2018-07-25,2816
"Resume Builder Free, 5 Minute CV Maker & Templates","BUSINESS",4.4,72202,6.7,1e+06,"Free",0,"Everyone","June 25, 2018","6.0","4.0.3 and up",0,0,"1",13.8155115579638,11.1872368752642,1,1,2018-06-25,2846
"AO Surgery Reference","MEDICAL",4.7,2570,3.8,1e+05,"Free",0,"Everyone","May 10, 2017","1.2.6","4.0 and up",0,0,"0",11.5129354649202,7.85205020726589,1,0,2017-05-10,3257
"ao","FAMILY",3.5,14145,5.9,1e+06,"Free",0,"Everyone","June 8, 2016","1.0.9","4.0 and up",0,0,"1",13.8155115579638,9.55718717759594,1,1,2016-06-08,3593
"AO/OTA Fracture Classification","MEDICAL",4.9,25,46,5000,"Free",0,"Everyone","April 17, 2018","1.0","5.0 and up",0,0,"0",8.5173931714189,3.25809653802148,1,0,2018-04-17,2915
"AO Player","EVENTS",4,9,3.3,1000,"Free",0,"Everyone","December 20, 2017","1.1.4","4.4 and up",0,0,"0",6.90875477931522,2.30258509299405,1,0,2017-12-20,3033
"Ao Oni2","GAME",4.1,21223,48,1e+06,"Free",0,"Teen","April 20, 2018","1.6.6","4.1 and up",0,0,"1",13.8155115579638,9.96288789581758,1,1,2018-04-20,2912
"A. O. Smith","TOOLS",4.2,32,33,10000,"Free",0,"Everyone","May 21, 2018","3.0.22","4.0 and up",0,0,"0",9.21044036697652,3.49650756146648,1,0,2018-05-21,2881
"Arena of Valor: 5v5 Arena Game","GAME",4.4,438911,99,1e+07,"Free",0,"Teen","June 28, 2018","1.23.1.2","4.0.3 and up",0,0,"1",16.1180957509583,12.9920542163825,1,1,2018-06-28,2843
"PlacarTv Futebol Ao Vivo","COMMUNICATION",4.1,2063,4.5,1e+05,"Free",0,"Everyone","June 3, 2018","1.0.3","4.0 and up",0,0,"0",11.5129354649202,7.63240112660145,1,0,2018-06-03,2868
"Virtual lover","FAMILY",4.6,45771,28,1e+06,"Free",0,"Mature 17+","June 8, 2018","1.39","4.1 and up",0,0,"1",13.8155115579638,10.7314278294376,1,1,2018-06-08,2863
"The Hunt for the Lost Treasure","FAMILY",4.6,7148,8.1,1e+05,"Paid",2.99,"Everyone","September 13, 2017","1.8","4.0.3 and up",0,0,"0",11.5129354649202,8.87472776576685,0,0,2017-09-13,3131
"Attack the Light","FAMILY",4.7,19209,21,1e+05,"Paid",2.99,"Everyone","February 23, 2016","1.1.4","4.0 and up",0,0,"0",11.5129354649202,9.8631862557626,0,0,2016-02-23,3699
"Princess Closet : Otome games free dating sim","FAMILY",4.5,29495,56,1e+06,"Free",0,"Teen","May 24, 2018","1.11.0","4.0.3 and up",0,0,"1",13.8155115579638,10.292009939914,1,1,2018-05-24,2878
"PES 2018 PRO EVOLUTION SOCCER","SPORTS",4.4,1721943,26,1e+07,"Free",0,"Everyone","June 27, 2018","2.3.2","5.0 and up",0,0,"1",16.1180957509583,14.3589644431158,1,1,2018-06-27,2844
"Mobile Legends: Bang Bang","GAME",4.4,8219586,99,1e+08,"Free",0,"Teen","July 24, 2018","1.2.97.3042","4.0.3 and up",0,0,"1",18.4206807539524,15.9220305224611,1,1,2018-07-24,2817
"Heroes of Order & Chaos","FAMILY",4.2,690148,25,1e+07,"Free",0,"Teen","October 27, 2017","Varies with device","Varies with device",0,0,"1",16.1180957509583,13.4446627952903,1,1,2017-10-27,3087
"Kill Shot Bravo: Sniper FPS","GAME",4.4,579519,99,1e+07,"Free",0,"Mature 17+","July 18, 2018","5.1","4.1 and up",0,0,"1",16.1180957509583,13.2699554536772,1,1,2018-07-18,2823
"Tennis Champion 3D - Online Sports Game","SPORTS",4,170973,43,5e+06,"Free",0,"Everyone","June 6, 2018","2.1","4.1 and up",0,0,"1",15.4249486703984,12.0492667771409,1,1,2018-06-06,2865
"Carnivores: Dinosaur Hunter","GAME",4.2,62636,17,1e+06,"Free",0,"Teen","July 2, 2018","1.8.0","4.0.3 and up",0,0,"1",13.8155115579638,11.0451114367975,1,1,2018-07-02,2839
"High School Simulator 2017","FAMILY",4.2,123136,80,5e+06,"Free",0,"Mature 17+","June 25, 2018","1.0","4.0 and up",0,0,"1",15.4249486703984,11.7210528356542,1,1,2018-06-25,2846
"Hopeless Land: Fight for Survival","GAME",4.2,250197,44,5e+06,"Free",0,"Teen","July 12, 2018","1.0","4.1 and up",0,0,"1",15.4249486703984,12.4300078833779,1,1,2018-07-12,2829
"Scanning body and undressing people","FAMILY",3.4,1012,12,1e+05,"Free",0,"Teen","February 24, 2018","2.0","3.0 and up",0,0,"0",11.5129354649202,6.92067150424868,1,0,2018-02-24,2967
"Ultimate Tennis","SPORTS",4.3,183004,100,1e+07,"Free",0,"Everyone","July 19, 2018","2.29.3118","4.0.3 and up",0,0,"1",16.1180957509583,12.1172687538547,1,1,2018-07-19,2822
"Legion of Heroes","FAMILY",4.3,143087,69,1e+06,"Free",0,"Everyone 10+","July 12, 2018","1.9.22","4.0 and up",0,0,"1",13.8155115579638,11.871215104586,1,1,2018-07-12,2829
"Soccer Star 2018 Top Leagues · MLS Soccer Games","SPORTS",4.6,652940,90,1e+07,"Free",0,"Teen","July 5, 2018","1.3.5","4.1 and up",0,0,"1",16.1180957509583,13.389242051956,1,1,2018-07-05,2836
"Heroes Arena","GAME",4.2,336386,88,1e+07,"Free",0,"Everyone 10+","July 24, 2018","2.0.1","4.0.3 and up",0,0,"1",16.1180957509583,12.7260175618633,1,1,2018-07-24,2817
"virtual lover 3D","FAMILY",4.6,5195,64,1e+05,"Free",0,"Mature 17+","April 18, 2018","1.3","4.1 and up",0,0,"0",11.5129354649202,8.55564437779049,1,0,2018-04-18,2914
"Range Master: Sniper Academy","SPORTS",4.1,91935,39,1e+07,"Free",0,"Everyone","April 26, 2018","2.1.3","4.1 and up",0,0,"1",16.1180957509583,11.428847961779,1,1,2018-04-26,2906
"FC Barcelona Official App","SPORTS",4.6,92522,56,5e+06,"Free",0,"Everyone","July 26, 2018","4.0.14","4.1 and up",0,0,"1",15.4249486703984,11.4352125412412,1,1,2018-07-26,2815
"Can Your Pet? : Returns - Teen","FAMILY",4.3,45370,14,1e+06,"Free",0,"Teen","August 2, 2018","2.59.8","2.3 and up",0,0,"1",13.8155115579638,10.7226284134114,1,1,2018-08-02,2808
"Bubbu – My Virtual Pet","FAMILY",4.7,394842,75,1e+07,"Free",0,"Everyone","August 4, 2018","1.50","4.1 and up",0,0,"1",16.1180957509583,12.8862434965173,1,1,2018-08-04,2806
"3D Tennis","SPORTS",4.2,1008012,13,5e+07,"Free",0,"Everyone","December 5, 2017","1.7.7","2.1 and up",0,0,"1",17.7275335833924,13.8234916243557,1,1,2017-12-05,3048
"Start the Hunt for the Lost Treasure","FAMILY",3.8,302,8.1,10000,"Free",0,"Everyone","September 13, 2017","1.4","4.0.3 and up",0,0,"0",9.21044036697652,5.71373280550937,1,0,2017-09-13,3131
"Scanning under clothes (prank)","FAMILY",3.7,1443,20,1e+05,"Free",0,"Mature 17+","January 18, 2018","3.0","2.3 and up",0,0,"0",11.5129354649202,7.27517231945277,1,0,2018-01-18,3004
"WGT Golf Game by Topgolf","SPORTS",4.3,148083,57,1e+07,"Free",0,"Everyone","July 24, 2018","1.42.2","4.1 and up",0,0,"1",16.1180957509583,11.9055349593083,1,1,2018-07-24,2817
"3D Holograms Joke","FAMILY",2.9,31596,31,5e+06,"Free",0,"Teen","December 23, 2016","1.5","2.3 and up",0,0,"1",15.4249486703984,10.3608174583594,1,1,2016-12-23,3395
"Weaphones™ Gun Sim Free Vol 1","FAMILY",4.3,598975,39,1e+07,"Free",0,"Everyone","January 17, 2018","2.4.0","4.0 and up",0,0,"1",16.1180957509583,13.3029768095169,1,1,2018-01-17,3005
"Hidden Objects Treasure Hunt Adventure Games","FAMILY",4.3,275,29,10000,"Free",0,"Everyone","July 9, 2018","1.0.1","4.4 and up",0,0,"0",9.21044036697652,5.62040086571715,1,0,2018-07-09,2832
"Live Camera Viewer ★ World Webcam & IP Cam Streams","TRAVEL_AND_LOCAL",4,64164,3.6,1e+07,"Free",0,"Everyone","April 7, 2018","1.9","4.1 and up",0,0,"1",16.1180957509583,11.0692131696786,1,1,2018-04-07,2925
"Body scanner (prank)","FAMILY",3.3,16063,3.8,1e+06,"Free",0,"Teen","June 2, 2016","3.0","2.3 and up",0,0,"1",13.8155115579638,9.68433602249146,1,1,2016-06-02,3599
"AP ENPS Mobile","PRODUCTIVITY",4.1,22,545,5000,"Free",0,"Everyone","March 8, 2016","8.0.0130","4.4 and up",0,0,"0",8.5173931714189,3.13549421592915,1,0,2016-03-08,3685
"AP® Guide","FAMILY",5,3,2.1,1000,"Free",0,"Everyone","July 31, 2017","1.3","4.0.3 and up",0,0,"0",6.90875477931522,1.38629436111989,1,0,2017-07-31,3175
"WiFi Access Point (hotspot)","COMMUNICATION",3.9,684,61,1e+05,"Free",0,"Everyone","May 14, 2015","1.1.2","2.3 and up",0,0,"0",11.5129354649202,6.52941883826223,1,0,2015-05-14,3984
"AP Mobile","FAMILY",4.6,117,13,10000,"Free",0,"Everyone","November 21, 2017","1.03","6.0 and up",0,0,"0",9.21044036697652,4.77068462446567,1,0,2017-11-21,3062
"AP Manager","TOOLS",4,177,2.8,10000,"Free",0,"Everyone","May 4, 2015","1.0.8","2.3 and up",0,0,"0",9.21044036697652,5.18178355029209,1,0,2015-05-04,3994
"AP App for Android™","NEWS_AND_MAGAZINES",3.6,188,9.9,10000,"Free",0,"Everyone","May 12, 2016","1.0","4.0 and up",0,0,"0",9.21044036697652,5.24174701505964,1,0,2016-05-12,3620
"Access Point Finder","LIFESTYLE",4,22,2.5,10000,"Free",0,"Everyone","September 6, 2016","1.0","3.0 and up",0,0,"0",9.21044036697652,3.13549421592915,1,0,2016-09-06,3503
"AP English Language: Practice Tests and Flashcards","FAMILY",4.5,19,5.4,5000,"Free",0,"Everyone","July 3, 2018","1.6.7.1","4.1 and up",0,0,"0",8.5173931714189,2.99573227355399,1,0,2018-07-03,2838
"AP Planner","FAMILY",2.9,45,1.3,5000,"Free",0,"Everyone","August 3, 2015","1.1","2.1 and up",0,0,"0",8.5173931714189,3.8286413964891,1,0,2015-08-03,3903
"Access Point Browser","TOOLS",4.2,25,2.5,1000,"Free",0,"Everyone","September 22, 2017","3.11","4.3 and up",0,0,"0",6.90875477931522,3.25809653802148,1,0,2017-09-22,3122
"AP Installer","TOOLS",4.5,23,283,5000,"Free",0,"Everyone","July 20, 2018","13","3.2 and up",0,0,"0",8.5173931714189,3.17805383034795,1,0,2018-07-20,2821
"Study AP World History","FAMILY",4.6,513,1.6,10000,"Free",0,"Everyone","July 18, 2016","1.1.2","4.0.3 and up",0,0,"0",9.21044036697652,6.24222326545517,1,0,2016-07-18,3553
"UniFi","TOOLS",4.7,11018,25,5e+05,"Free",0,"Everyone","July 25, 2018","1.7.0","4.1 and up",0,0,"0",13.1223653774023,9.30737633448778,1,0,2018-07-25,2816
"Ap Video Downloader for fb New 2018","TOOLS",4.2,676,5.4,1e+05,"Free",0,"Everyone","July 31, 2018","3.0.188","4.0.3 and up",0,0,"0",11.5129354649202,6.51767127291227,1,0,2018-07-31,2810
"AP Government Review","FAMILY",4.7,3,1.5,1000,"Paid",2.99,"Everyone","March 14, 2017","1.1","4.0.3 and up",0,0,"0",6.90875477931522,1.38629436111989,0,0,2017-03-14,3314
"ap,wifi testing,iperf,ping,android,Bluetooth,tcp","TOOLS",4.7,3,5.3,10,"Paid",2.99,"Everyone","May 27, 2018","1.0.15","4.4 and up",0,0,"0",2.39789527279837,1.38629436111989,0,0,2018-05-27,2875
"HotSpot Tethering Free/WiFi AP","TOOLS",3.9,478,2,1e+05,"Free",0,"Everyone","September 12, 2016","2.003","2.3 and up",0,0,"0",11.5129354649202,6.17170059741091,1,0,2016-09-12,3497
"AP Chemistry Prep: Practice Tests and Flashcards","FAMILY",4.7,55,5.4,10000,"Free",0,"Everyone","July 3, 2018","1.6.7.1","4.1 and up",0,0,"0",9.21044036697652,4.02535169073515,1,0,2018-07-03,2838
"AP Flashcards","FAMILY",3.7,88,41,10000,"Free",0,"Everyone","August 30, 2015","1.3.14","3.1 and up",0,0,"0",9.21044036697652,4.48863636973214,1,0,2015-08-30,3876
"AP World History: Practice Tests and Flashcards","FAMILY",4.8,21,5.4,5000,"Free",0,"Everyone","July 3, 2018","1.6.7.1","4.1 and up",0,0,"0",8.5173931714189,3.09104245335832,1,0,2018-07-03,2838
"Access Point Names","COMMUNICATION",4,138,2.4,10000,"Free",0,"Everyone","August 12, 2014","1.0","2.3.3 and up",0,0,"0",9.21044036697652,4.93447393313069,1,0,2014-08-12,4259
"AP Biology Prep: Practice Tests, Flashcards","FAMILY",4.6,87,5.4,10000,"Free",0,"Everyone","July 3, 2018","1.6.7.1","4.1 and up",0,0,"0",9.21044036697652,4.47733681447821,1,0,2018-07-03,2838
"AP Biology Study Guide + Quiz","FAMILY",4.4,105,9,10000,"Free",0,"Everyone","March 22, 2016","1.5.1","4.1 and up",0,0,"0",9.21044036697652,4.66343909411207,1,0,2016-03-22,3671
"500 AP World History Questions","FAMILY",4.7,7,1.2,100,"Paid",9.99,"Everyone","November 1, 2013","1.2","1.6 and up",0,0,"0",4.61512051684126,2.07944154167984,0,0,2013-11-01,4543
"AP Themes for Kustom/KLWP","PERSONALIZATION",3.6,5,45,500,"Paid",1.49,"Everyone","September 1, 2017","1.8.2","4.4 and up",0,0,"0",6.21660610108486,1.79175946922805,0,0,2017-09-01,3143
"AP Physics 1 Prep: Practice Tests and Flashcards","FAMILY",4.4,29,5.3,5000,"Free",0,"Everyone","July 3, 2018","1.6.7.1","4.1 and up",0,0,"0",8.5173931714189,3.40119738166216,1,0,2018-07-03,2838
"Fate GO Ap Counter","TOOLS",4.6,70,3.2,1000,"Free",0,"Everyone","January 19, 2018","1.1.4","4.1 and up",0,0,"0",6.90875477931522,4.26267987704132,1,0,2018-01-19,3003
"iScore5 AP Psych","FAMILY",2.9,10,73,100,"Paid",4.99,"Everyone","April 25, 2017","2.0","4.0.3 and up",0,0,"0",4.61512051684126,2.39789527279837,0,0,2017-04-25,3272
"AP Psychology Prep: Practice Tests and Flashcards","FAMILY",4.5,242,5.4,50000,"Free",0,"Everyone","July 3, 2018","1.6.7.1","4.1 and up",0,0,"0",10.8197982842103,5.49306144334055,1,0,2018-07-03,2838
"meStudying: AP English Lit","FAMILY",5,1,655,10,"Paid",4.99,"Everyone","August 31, 2013","1.3","2.0.1 and up",0,0,"0",2.39789527279837,0.693147180559945,0,0,2013-08-31,4605
"APN Settings","TOOLS",3.7,3743,5.6,1e+06,"Free",0,"Everyone","August 3, 2018","6.4","4.1 and up",0,0,"1",13.8155115579638,8.22790983759748,1,1,2018-08-03,2807
"AP Math & Computer Science","FAMILY",3.7,37,9.5,5000,"Free",0,"Everyone","July 19, 2015","2.16","2.3 and up",0,0,"0",8.5173931714189,3.63758615972639,1,0,2015-07-19,3918
"AP Statistics Prep: Practice Tests and Flashcards","FAMILY",4.2,19,5.4,5000,"Free",0,"Everyone","July 3, 2018","1.6.7.1","4.1 and up",0,0,"0",8.5173931714189,2.99573227355399,1,0,2018-07-03,2838
"eChallan Andhra Pradesh (AP)","SOCIAL",3,5,2.6,1000,"Free",0,"Teen","February 15, 2018","1.0.0.4","4.1 and up",0,0,"0",6.90875477931522,1.79175946922805,1,0,2018-02-15,2976
"AP Art History Flashcards","FAMILY",5,1,96,10,"Paid",29.99,"Mature 17+","January 19, 2016","3.30","4.0 and up",0,0,"0",2.39789527279837,0.693147180559945,0,0,2016-01-19,3734
"True Skate","SPORTS",4.4,129409,73,1e+06,"Paid",1.99,"Everyone","August 4, 2018","1.5.1","4.0.3 and up",0,0,"1",13.8155115579638,11.7707409378157,0,1,2018-08-04,2806
"AP European History: Practice Tests and Flashcards","FAMILY",4.7,7,5.4,1000,"Free",0,"Everyone","July 3, 2018","1.6.7.1","4.1 and up",0,0,"0",6.90875477931522,2.07944154167984,1,0,2018-07-03,2838
"AdventureQuest 3D MMO","FAMILY",4.3,22667,35,1e+06,"Free",0,"Teen","July 26, 2018","1.10.1","4.4 and up",0,0,"1",13.8155115579638,10.0287095172895,1,1,2018-07-26,2815
"AdventureQuest Dragons","FAMILY",3.9,10114,48,1e+05,"Free",0,"Everyone","June 13, 2018","1.0.63","4.0 and up",0,0,"0",11.5129354649202,9.22177474960185,1,0,2018-06-13,2858
"Undead Assault","GAME",4.3,4704,37,1e+05,"Free",0,"Everyone 10+","November 4, 2015","1.4.6","2.3 and up",0,0,"0",11.5129354649202,8.45638105201948,1,0,2015-11-04,3810
"Adventure Quest World Mobile Quiz","FAMILY",4.6,28,26,500,"Free",0,"Everyone","January 16, 2018","3.1.6z","4.0.3 and up",0,0,"0",6.21660610108486,3.36729582998647,1,0,2018-01-16,3006
"Aqw&3d Design Notes Manager","FAMILY",4.5,11,2.9,500,"Free",0,"Everyone","August 15, 2017","3.0","4.0.3 and up",0,0,"0",6.21660610108486,2.484906649788,1,0,2017-08-15,3160
"AQ Aspergers Test","MEDICAL",3.9,265,714,10000,"Free",0,"Everyone","October 14, 2015","1.4.0","2.3.3 and up",0,0,"0",9.21044036697652,5.5834963087817,1,0,2015-10-14,3831
"Guess the Class 🔥 AQW","GAME",4.7,57,12,1000,"Free",0,"Everyone","November 1, 2017","1.0.0","4.1 and up",0,0,"0",6.90875477931522,4.06044301054642,1,0,2017-11-01,3082
"AQ Ria Retail","FAMILY",5,4,52,50,"Free",0,"Everyone","April 3, 2018","1.1","4.1 and up",0,0,"0",3.93182563272433,1.6094379124341,1,0,2018-04-03,2929
"Wowkwis aq Ka'qaquj","FAMILY",5,1,49,10,"Free",0,"Everyone","February 16, 2018","1.0","4.0.3 and up",0,0,"0",2.39789527279837,0.693147180559945,1,0,2018-02-16,2975
"ClanHQ","COMMUNICATION",2.7,560,37,10000,"Free",0,"Everyone","July 25, 2018","1.0.21","4.4 and up",0,0,"0",9.21044036697652,6.3297209055227,1,0,2018-07-25,2816
"QuickShortcutMaker","PERSONALIZATION",4.6,41000,2,1e+06,"Free",0,"Everyone","February 23, 2014","2.4.0","1.6 and up",0,0,"1",13.8155115579638,10.6213517356329,1,1,2014-02-23,4429
"Iron Blade","GAME",4.4,161637,82,1e+07,"Free",0,"Mature 17+","July 18, 2018","1.7.0m","4.0.3 and up",0,0,"1",16.1180957509583,11.9931145459409,1,1,2018-07-18,2823
"Dungeon Boss – Strategy RPG","FAMILY",4.4,218881,37,5e+06,"Free",0,"Everyone 10+","March 28, 2018","0.5.10011","4.0.3 and up",0,0,"1",15.4249486703984,12.2962880508015,1,1,2018-03-28,2935
"Questland: Turn Based RPG","FAMILY",4.6,31134,48,1e+06,"Free",0,"Everyone 10+","August 2, 2018","1.10.6","4.1 and up",0,0,"1",13.8155115579638,10.3460878673066,1,1,2018-08-02,2808
"Order & Chaos 2: 3D MMO RPG","FAMILY",4.1,242722,54,1e+07,"Free",0,"Teen","July 9, 2018","3.1.2b","4.0.3 and up",0,0,"1",16.1180957509583,12.3996761544269,1,1,2018-07-09,2832
"Dungeon Quest","FAMILY",4.5,244039,46,5e+06,"Free",0,"Everyone 10+","June 4, 2018","3.0.5.2","4.0 and up",0,0,"1",15.4249486703984,12.4050874252658,1,1,2018-06-04,2867
"Dungeon Hunter 5 – Action RPG","FAMILY",4.2,720685,51,1e+07,"Free",0,"Teen","June 21, 2018","3.6.1a","4.0.3 and up",0,0,"1",16.1180957509583,13.4879588151654,1,1,2018-06-21,2850
"Grow Stone Online : 2d pixel RPG, MMORPG game","FAMILY",4.7,84389,48,1e+06,"Free",0,"Everyone","August 5, 2018","1.375","4.0.3 and up",0,0,"1",13.8155115579638,11.343204190152,1,1,2018-08-05,2805
"Evil Apples: A Dirty Card Game","GAME",4.3,137696,55,5e+06,"Free",0,"Mature 17+","July 19, 2018","2.3.3","4.2 and up",0,0,"1",15.4249486703984,11.832810897987,1,1,2018-07-19,2822
